"p.geomean"	"stat.mean"	"p.val"	"q.val"	"set.size"	"exp1"
"GO:0043488"	0.0139337436249258	2.22106990585474	0.0139337436249258	0.802021373563495	91	0.0139337436249258
"GO:0031954"	0.0141224795897293	2.35051746824225	0.0141224795897293	0.802021373563495	17	0.0141224795897293
"GO:0042752"	0.0141825176580636	2.23009050148694	0.0141825176580636	0.802021373563495	56	0.0141825176580636
"GO:0001501"	0.0147821760743923	2.1917462473584	0.0147821760743924	0.82222825279366	118	0.0147821760743923
"GO:0007420"	0.0156829627032802	2.16025904303972	0.0156829627032802	0.822530709454427	217	0.0156829627032802
"GO:0030900"	0.0156897291171698	2.18671687303894	0.0156897291171698	0.822530709454427	58	0.0156897291171698
"GO:0030326"	0.0157512534338423	2.19459963888774	0.0157512534338423	0.822530709454427	47	0.0157512534338423
"GO:0048935"	0.0159997131812532	2.39687795077288	0.0159997131812532	0.822530709454427	11	0.0159997131812532
"GO:0001823"	0.0159997131812532	2.39687795077288	0.0159997131812532	0.822530709454427	11	0.0159997131812532
"GO:0010494"	0.0164827939233518	2.16542842399853	0.0164827939233518	0.83471820570049	59	0.0164827939233518
"GO:0009653"	0.0169874605885533	2.13895196732304	0.0169874605885533	0.838640287153776	96	0.0169874605885533
"GO:0060425"	0.0171245741527517	2.24049687491548	0.0171245741527517	0.838640287153776	19	0.0171245741527517
"GO:0016055"	0.0175451388553253	2.11650850973027	0.0175451388553253	0.838640287153776	178	0.0175451388553253
"GO:0050679"	0.0175489125811724	2.14667746002846	0.0175489125811724	0.838640287153776	49	0.0175489125811724
"GO:0007254"	0.0183053066498215	2.14039457104085	0.0183053066498215	0.852251413893988	39	0.0183053066498215
"GO:0003712"	0.0183360899540999	2.10680459363051	0.0183360899540999	0.852251413893988	98	0.0183360899540999
"GO:0042056"	0.0186923440352588	2.19191801471903	0.0186923440352588	0.85706923394099	20	0.0186923440352588
"GO:0005525"	0.0193472219381249	2.07332342246764	0.0193472219381249	0.866307018317563	255	0.0193472219381249
"GO:0000381"	0.019404460180411	2.11345547835341	0.0194044601804111	0.866307018317563	40	0.019404460180411
"GO:0051403"	0.0203095537088345	2.14659988117871	0.0203095537088345	0.877360575585932	21	0.0203095537088345
"GO:0019904"	0.0213353995012958	2.03482634225723	0.0213353995012958	0.877360575585932	185	0.0213353995012958
"GO:0106310"	0.0216195681769557	2.02650862422909	0.0216195681769557	0.877360575585932	275	0.0216195681769557
"GO:0106311"	0.0216195681769557	2.02650862422909	0.0216195681769557	0.877360575585932	275	0.0216195681769557
"GO:0007409"	0.0216517264035006	2.0415719862937	0.0216517264035006	0.877360575585932	77	0.0216517264035006
"GO:0017053"	0.0217223462211949	2.06118864059415	0.0217223462211949	0.877360575585932	42	0.0217223462211949
"GO:0048538"	0.0217223462211949	2.06118864059415	0.0217223462211949	0.877360575585932	42	0.0217223462211949
"GO:0021537"	0.0219792658192762	2.10399767449676	0.0219792658192762	0.877360575585932	22	0.0219792658192762
"GO:0046329"	0.0219792658192762	2.10399767449676	0.0219792658192762	0.877360575585932	22	0.0219792658192762
"GO:0003007"	0.0229425063288331	2.0357864107421	0.0229425063288331	0.880049864760003	43	0.0229425063288331
"GO:0045778"	0.0230841255418922	2.14526607962319	0.0230841255418922	0.880049864760003	14	0.0230841255418922
"GO:0006376"	0.0230841255418922	2.14526607962319	0.0230841255418922	0.880049864760003	14	0.0230841255418922
"GO:0046827"	0.0230841255418922	2.14526607962319	0.0230841255418922	0.880049864760003	14	0.0230841255418922
"GO:0043161"	0.0237271068660125	1.9918577803618	0.0237271068660125	0.884990002708759	146	0.0237271068660125
"GO:0045665"	0.023735364057323	2.0110272806373	0.0237353640573231	0.884990002708759	55	0.023735364057323
"GO:0003714"	0.0244059023823691	1.98073088851423	0.0244059023823691	0.886603810062612	133	0.0244059023823691
"GO:0001934"	0.0251868916892498	1.96593397987912	0.0251868916892498	0.886603810062612	148	0.0251868916892498
"GO:1990090"	0.0253476766746103	2.00281083470198	0.0253476766746103	0.886603810062612	34	0.0253476766746103
"GO:0048557"	0.0254669947740976	2.08287398193425	0.0254669947740976	0.886603810062612	15	0.0254669947740976
"GO:0048663"	0.025486500009328	2.02533111998465	0.025486500009328	0.886603810062612	24	0.025486500009328
"GO:0032436"	0.0260769355708642	1.96807654172082	0.0260769355708643	0.886603810062612	57	0.0260769355708642
"GO:1990904"	0.026269246430826	1.95134337583302	0.026269246430826	0.886603810062612	108	0.026269246430826
"GO:0048156"	0.0268836446418007	1.97411039359948	0.0268836446418008	0.886603810062612	35	0.0268836446418007
"GO:0006605"	0.0268836446418007	1.97411039359948	0.0268836446418008	0.886603810062612	35	0.0268836446418007
"GO:0006469"	0.0270899774562534	1.94562207228757	0.0270899774562534	0.886603810062612	70	0.0270899774562534
"GO:0006367"	0.0271784506264736	1.93623867615858	0.0271784506264736	0.886603810062612	109	0.0271784506264736
"GO:0008266"	0.0278902053725297	2.02677483255774	0.0278902053725297	0.886603810062612	16	0.0278902053725297
"GO:0043083"	0.0278902053725297	2.02677483255774	0.0278902053725297	0.886603810062612	16	0.0278902053725297
"GO:0003676"	0.0282942433326766	1.90954940319946	0.0282942433326766	0.886603810062612	383	0.0282942433326766
"GO:0098794"	0.0290636488973453	1.90625014864188	0.0290636488973453	0.886603810062612	111	0.0290636488973453
"GO:0050918"	0.0292316573027094	1.95345804620861	0.0292316573027094	0.886603810062612	26	0.0292316573027093
"GO:0006468"	0.029272926581677	1.89403340100305	0.029272926581677	0.886603810062612	467	0.029272926581677
"GO:0098685"	0.0294170337924972	1.90801356287026	0.0294170337924972	0.886603810062612	72	0.0294170337924972
"GO:0016567"	0.0300455583248975	1.88281969237809	0.0300455583248975	0.886603810062612	419	0.0300455583248975
"GO:0006470"	0.0310999460109426	1.87333200349883	0.0310999460109427	0.886603810062612	141	0.0310999460109426
"GO:2000310"	0.0311978890082217	1.91954211437585	0.0311978890082217	0.886603810062612	27	0.0311978890082217
"GO:0060260"	0.0318078125363657	1.8917781244012	0.0318078125363657	0.886603810062612	38	0.0318078125363657
"GO:0009953"	0.0318078125363657	1.8917781244012	0.0318078125363657	0.886603810062612	38	0.0318078125363657
"GO:0043525"	0.0318078125363657	1.8917781244012	0.0318078125363657	0.886603810062612	38	0.0318078125363657
"GO:0009792"	0.0328991940914948	1.92819251120195	0.0328991940914948	0.886603810062612	18	0.0328991940914948
"GO:0030225"	0.0328991940914948	1.92819251120195	0.0328991940914948	0.886603810062612	18	0.0328991940914948
"GO:0048511"	0.0331085098775489	1.84711994238483	0.0331085098775489	0.886603810062612	115	0.0331085098775489
"GO:0001822"	0.0331085098775489	1.84711994238483	0.0331085098775489	0.886603810062612	115	0.0331085098775489
"GO:0090263"	0.0331085098775489	1.84711994238483	0.0331085098775489	0.886603810062612	115	0.0331085098775489
"GO:0043967"	0.0332285387457575	1.88676445739392	0.0332285387457576	0.886603810062612	28	0.0332285387457575
"GO:0051781"	0.0335572154225084	1.86543219230145	0.0335572154225084	0.886603810062612	39	0.0335572154225084
"GO:0010718"	0.0335572154225084	1.86543219230145	0.0335572154225084	0.886603810062612	39	0.0335572154225084
"GO:0016032"	0.0335940241534249	1.8329896861568	0.0335940241534249	0.886603810062612	409	0.0335940241534249
"GO:0000086"	0.0338714971751892	1.83815314406013	0.0338714971751891	0.886603810062612	102	0.0338714971751892
"GO:0017148"	0.0339974998465232	1.84468728680769	0.0339974998465232	0.886603810062612	63	0.0339974998465232
"GO:1902894"	0.0344672824104359	1.99846898282753	0.0344672824104359	0.886603810062612	10	0.0344672824104359
"GO:0001759"	0.0344672824104359	1.99846898282753	0.0344672824104359	0.886603810062612	10	0.0344672824104359
"GO:0008380"	0.0378808016661153	1.78034376525061	0.0378808016661153	0.886603810062612	223	0.0378808016661153
"GO:0010800"	0.0381721308877093	1.84230760903348	0.0381721308877093	0.886603810062612	20	0.0381721308877093
"GO:0043401"	0.0381721308877093	1.84230760903348	0.0381721308877093	0.886603810062612	20	0.0381721308877093
"GO:0004707"	0.0383396326616143	1.91763438916674	0.0383396326616143	0.886603810062612	11	0.0383396326616143
"GO:0046889"	0.0383396326616143	1.91763438916674	0.0383396326616143	0.886603810062612	11	0.0383396326616143
"GO:0008076"	0.0384843724316477	1.78563844541849	0.0384843724316477	0.886603810062612	66	0.0384843724316477
"GO:0004879"	0.0391391154890705	1.78916696003722	0.0391391154890705	0.886603810062612	42	0.0391391154890705
"GO:0048167"	0.0391391154890705	1.78916696003722	0.0391391154890705	0.886603810062612	42	0.0391391154890705
"GO:0045596"	0.0397192152998117	1.79410944512561	0.0397192152998117	0.886603810062612	31	0.0397192152998117
"GO:0005104"	0.0409198988041485	1.80280542959326	0.0409198988041485	0.886603810062612	21	0.0409198988041485
"GO:0009880"	0.0409198988041485	1.80280542959326	0.0409198988041485	0.886603810062612	21	0.0409198988041485
"GO:0035666"	0.0409198988041485	1.80280542959326	0.0409198988041485	0.886603810062612	21	0.0409198988041485
"GO:0038061"	0.0411129895370948	1.76457092958763	0.0411129895370949	0.886603810062612	43	0.0411129895370948
"GO:0019899"	0.0412264054409337	1.74005011209088	0.0412264054409337	0.886603810062612	274	0.0412264054409337
"GO:0070498"	0.0416781699026256	1.7471261325049	0.0416781699026257	0.886603810062612	68	0.0416781699026256
"GO:0042127"	0.041883966642524	1.73635738776039	0.041883966642524	0.886603810062612	137	0.041883966642524
"GO:0098839"	0.042019116532804	1.76481668188669	0.042019116532804	0.886603810062612	32	0.042019116532804
"GO:0070534"	0.042019116532804	1.76481668188669	0.042019116532804	0.886603810062612	32	0.042019116532804
"GO:0021895"	0.0421758471719897	1.84889526880503	0.0421758471719897	0.886603810062612	12	0.0421758471719897
"GO:0002089"	0.0421758471719897	1.84889526880503	0.0421758471719897	0.886603810062612	12	0.0421758471719897
"GO:0046622"	0.0421758471719897	1.84889526880503	0.0421758471719897	0.886603810062612	12	0.0421758471719897
"GO:0099054"	0.0421758471719897	1.84889526880503	0.0421758471719897	0.886603810062612	12	0.0421758471719897
"GO:0032330"	0.0421758471719897	1.84889526880503	0.0421758471719897	0.886603810062612	12	0.0421758471719897
"GO:0060395"	0.0431443829609935	1.74034593309754	0.0431443829609935	0.886603810062612	44	0.0431443829609935
"GO:0007507"	0.0432567453689953	1.71875777544956	0.0432567453689953	0.886603810062612	198	0.0432567453689953
"GO:0000932"	0.0433369203152397	1.72810911255749	0.0433369203152398	0.886603810062612	69	0.0433369203152397
"GO:0001944"	0.0437465019685951	1.76512705921328	0.0437465019685951	0.886603810062612	22	0.0437465019685951
"GO:0016363"	0.0446371010774933	1.71107563550027	0.0446371010774933	0.886603810062612	83	0.0446371010774933
"GO:0000082"	0.0446792439921763	1.71688779843365	0.0446792439921763	0.886603810062612	57	0.0446792439921763
"GO:0060021"	0.0446792439921763	1.71688779843365	0.0446792439921763	0.886603810062612	57	0.0446792439921763
"GO:0042475"	0.0452337720844247	1.71647053969982	0.0452337720844247	0.886603810062612	45	0.0452337720844247
"GO:0004674"	0.0452608059595516	1.69545353656841	0.0452608059595516	0.886603810062612	311	0.0452608059595516
"GO:0007268"	0.0453220454187323	1.69648043513452	0.0453220454187323	0.886603810062612	200	0.0453220454187323
"GO:0001829"	0.046024907330586	1.78858306738241	0.046024907330586	0.886603810062612	13	0.046024907330586
"GO:0031462"	0.046024907330586	1.78858306738241	0.046024907330586	0.886603810062612	13	0.046024907330586
"GO:0030014"	0.046024907330586	1.78858306738241	0.046024907330586	0.886603810062612	13	0.046024907330586
"GO:0021542"	0.046024907330586	1.78858306738241	0.046024907330586	0.886603810062612	13	0.046024907330586
"GO:0051865"	0.0465851469901454	1.69608979495978	0.0465851469901454	0.886603810062612	58	0.0465851469901454
"GO:0030307"	0.0465851469901454	1.69608979495978	0.0465851469901454	0.886603810062612	58	0.0465851469901454
"GO:0051893"	0.0466545709151688	1.72901257372846	0.0466545709151688	0.886603810062612	23	0.0466545709151688
"GO:0071276"	0.0466545709151688	1.72901257372846	0.0466545709151688	0.886603810062612	23	0.0466545709151688
"GO:0031175"	0.0466574113368327	1.68637452998696	0.0466574113368327	0.886603810062612	112	0.0466574113368327
"GO:0045211"	0.0470315245266291	1.68002737854723	0.0470315245266292	0.886603810062612	156	0.0470315245266292
"GO:0046983"	0.04808281320839	1.66992370250769	0.04808281320839	0.886603810062612	142	0.04808281320839
"GO:0001837"	0.0493391852195312	1.6807815190333	0.0493391852195312	0.886603810062612	35	0.0493391852195312
"GO:0002088"	0.0493391852195312	1.6807815190333	0.0493391852195312	0.886603810062612	35	0.0493391852195312
"GO:0006366"	0.0493937780159454	1.65677840613868	0.0493937780159454	0.886603810062612	143	0.0493937780159454
"GO:0031016"	0.0496462180734477	1.694253645187	0.0496462180734477	0.886603810062612	24	0.0496462180734477
"GO:0008016"	0.0496462180734477	1.694253645187	0.0496462180734477	0.886603810062612	24	0.0496462180734477
"GO:0002756"	0.0499183470286394	1.73440933785836	0.0499183470286395	0.886603810062612	14	0.0499183470286394
"GO:0042692"	0.0499183470286394	1.73440933785836	0.0499183470286395	0.886603810062612	14	0.0499183470286394
"GO:0019901"	0.050529177342529	1.64202549732524	0.0505291773425291	0.886603810062612	350	0.050529177342529
"GO:0016579"	0.0513877090356958	1.63584223960977	0.0513877090356959	0.886603810062612	190	0.0513877090356958
"GO:0031982"	0.0517721891203534	1.63434518347502	0.0517721891203534	0.886603810062612	130	0.0517721891203534
"GO:0051965"	0.0518540512249949	1.64675657757696	0.0518540512249949	0.886603810062612	48	0.0518540512249949
"GO:0045444"	0.0518540512249949	1.64675657757696	0.0518540512249949	0.886603810062612	48	0.0518540512249949
"GO:0008542"	0.0519213809537733	1.65388416731785	0.0519213809537734	0.886603810062612	36	0.0519213809537733
"GO:0045600"	0.0519213809537733	1.65388416731785	0.0519213809537734	0.886603810062612	36	0.0519213809537733
"GO:0043388"	0.0527231300333765	1.66068120653837	0.0527231300333765	0.886603810062612	25	0.0527231300333765
"GO:0051090"	0.0527231300333765	1.66068120653837	0.0527231300333765	0.886603810062612	25	0.0527231300333765
"GO:0048469"	0.0527231300333765	1.66068120653837	0.0527231300333765	0.886603810062612	25	0.0527231300333765
"GO:0014069"	0.0534007029022659	1.61625462433032	0.0534007029022659	0.886603810062612	223	0.0534007029022659
"GO:0009948"	0.0538771918918057	1.68487027637322	0.0538771918918057	0.886603810062612	15	0.0538771918918057
"GO:0036477"	0.0538771918918057	1.68487027637322	0.0538771918918057	0.886603810062612	15	0.0538771918918057
"GO:0010880"	0.0538771918918057	1.68487027637322	0.0538771918918057	0.886603810062612	15	0.0538771918918057
"GO:0048013"	0.0541749490245489	1.61705714829335	0.054174949024549	0.886603810062612	75	0.0541749490245489
"GO:0043086"	0.054575469000842	1.62747570318003	0.054575469000842	0.886603810062612	37	0.054575469000842
"GO:0045664"	0.0558866369426318	1.62815650211553	0.0558866369426317	0.886603810062612	26	0.0558866369426318
"GO:0019888"	0.0558866369426318	1.62815650211553	0.0558866369426317	0.886603810062612	26	0.0558866369426318
"GO:0035116"	0.0558866369426318	1.62815650211553	0.0558866369426317	0.886603810062612	26	0.0558866369426318
"GO:0003148"	0.0558866369426318	1.62815650211553	0.0558866369426317	0.886603810062612	26	0.0558866369426318
"GO:0044325"	0.0563815959121968	1.59357230002096	0.0563815959121968	0.886603810062612	104	0.0563815959121968
"GO:0032147"	0.0565644092283859	1.60171641941859	0.0565644092283859	0.886603810062612	50	0.0565644092283859
"GO:0009611"	0.0565644092283859	1.60171641941859	0.0565644092283859	0.886603810062612	50	0.0565644092283859
"GO:0042826"	0.0565907793464416	1.59303318590501	0.0565907793464417	0.886603810062612	90	0.0565907793464416
"GO:0045597"	0.0573018092662985	1.60152227722872	0.0573018092662985	0.886603810062612	38	0.0573018092662985
"GO:0032515"	0.0573018092662985	1.60152227722872	0.0573018092662985	0.886603810062612	38	0.0573018092662985
"GO:0050321"	0.0579158212357101	1.63893562624949	0.0579158212357101	0.886603810062612	16	0.0579158212357101
"GO:0030851"	0.0579158212357101	1.63893562624949	0.0579158212357101	0.886603810062612	16	0.0579158212357101
"GO:1904886"	0.0579158212357101	1.63893562624949	0.0579158212357101	0.886603810062612	16	0.0579158212357101
"GO:0045182"	0.0579158212357101	1.63893562624949	0.0579158212357101	0.886603810062612	16	0.0579158212357101
"GO:0031290"	0.0579158212357101	1.63893562624949	0.0579158212357101	0.886603810062612	16	0.0579158212357101
"GO:0000979"	0.0579158212357101	1.63893562624949	0.0579158212357101	0.886603810062612	16	0.0579158212357101
"GO:0045727"	0.059009447088786	1.57958663690762	0.059009447088786	0.886603810062612	51	0.059009447088786
"GO:0055038"	0.0590667446429828	1.57534668065931	0.0590667446429828	0.886603810062612	64	0.0590667446429828
"GO:0045931"	0.0591377654920835	1.59656448576461	0.0591377654920835	0.886603810062612	27	0.0591377654920835
"GO:0006397"	0.0598286436127439	1.55876851231334	0.0598286436127439	0.886603810062612	277	0.0598286436127439
"GO:0061418"	0.0615146541078685	1.55770160494588	0.0615146541078686	0.886603810062612	52	0.0615146541078685
"GO:0004672"	0.0618846513714862	1.54085453805309	0.0618846513714862	0.886603810062612	396	0.0618846513714862
"GO:0000289"	0.0620442290354252	1.59587497705809	0.0620442290354252	0.886603810062612	17	0.0620442290354252
"GO:0004970"	0.0620442290354252	1.59587497705809	0.0620442290354252	0.886603810062612	17	0.0620442290354252
"GO:0060999"	0.0620442290354252	1.59587497705809	0.0620442290354252	0.886603810062612	17	0.0620442290354252
"GO:0008135"	0.0620442290354252	1.59587497705809	0.0620442290354252	0.886603810062612	17	0.0620442290354252
"GO:0001103"	0.0624772799637723	1.56580887735793	0.0624772799637723	0.886603810062612	28	0.0624772799637723
"GO:0045669"	0.064080176912623	1.5360508678906	0.0640801769126231	0.886603810062612	53	0.064080176912623
"GO:0001938"	0.064080176912623	1.5360508678906	0.0640801769126231	0.886603810062612	53	0.064080176912623
"GO:0043666"	0.0659057144892294	1.53580841061068	0.0659057144892295	0.886603810062612	29	0.0659057144892294
"GO:0006977"	0.0659167887900507	1.52610739625312	0.0659167887900507	0.886603810062612	41	0.0659167887900507
"GO:0010613"	0.066269405990324	1.55515542744285	0.066269405990324	0.886603810062612	18	0.066269405990324
"GO:0035255"	0.066269405990324	1.55515542744285	0.066269405990324	0.886603810062612	18	0.066269405990324
"GO:0070423"	0.066269405990324	1.55515542744285	0.066269405990324	0.886603810062612	18	0.066269405990324
"GO:0043433"	0.0667061217372664	1.51462476363028	0.0667061217372664	0.886603810062612	54	0.0667061217372664
"GO:0090090"	0.0675174051320223	1.49931019820001	0.0675174051320224	0.886603810062612	140	0.0675174051320223
"GO:0000187"	0.0683158086524854	1.49557405924546	0.0683158086524854	0.886603810062612	96	0.0683158086524854
"GO:0008285"	0.068797556181175	1.48677419773207	0.068797556181175	0.886603810062612	318	0.068797556181175
"GO:0035019"	0.0689342162017169	1.50170383692646	0.068934216201717	0.886603810062612	42	0.0689342162017169
"GO:0001102"	0.0689342162017169	1.50170383692646	0.068934216201717	0.886603810062612	42	0.0689342162017169
"GO:0048701"	0.0694233987633323	1.50649394978734	0.0694233987633323	0.886603810062612	30	0.0694233987633323
"GO:0031333"	0.0694233987633323	1.50649394978734	0.0694233987633323	0.886603810062612	30	0.0694233987633323
"GO:0030833"	0.0694233987633323	1.50649394978734	0.0694233987633323	0.886603810062612	30	0.0694233987633323
"GO:0035925"	0.0705962164680452	1.5163785565381	0.0705962164680453	0.886603810062612	19	0.0705962164680452
"GO:2000463"	0.0705962164680452	1.5163785565381	0.0705962164680453	0.886603810062612	19	0.0705962164680452
"GO:0018105"	0.0713152768515674	1.47111614125528	0.0713152768515674	0.886603810062612	127	0.0713152768515674
"GO:1901215"	0.0720245754283864	1.47763339800938	0.0720245754283864	0.886603810062612	43	0.0720245754283864
"GO:0043154"	0.0720245754283864	1.47763339800938	0.0720245754283864	0.886603810062612	43	0.0720245754283864
"GO:0031252"	0.0720245754283864	1.47763339800938	0.0720245754283864	0.886603810062612	43	0.0720245754283864
"GO:0007601"	0.072028009930817	1.46480952227869	0.072028009930817	0.886603810062612	158	0.072028009930817
"GO:0030335"	0.0726459437370073	1.45990717115031	0.0726459437370073	0.886603810062612	174	0.0726459437370073
"GO:0004860"	0.0730304788354479	1.47780624898186	0.0730304788354479	0.886603810062612	31	0.0730304788354479
"GO:0031463"	0.0730304788354479	1.47780624898186	0.0730304788354479	0.886603810062612	31	0.0730304788354479
"GO:0060412"	0.0730304788354479	1.47780624898186	0.0730304788354479	0.886603810062612	31	0.0730304788354479
"GO:0001889"	0.0733751835214565	1.46057975359258	0.0733751835214566	0.886603810062612	70	0.0733751835214565
"GO:0008022"	0.0737401659544607	1.45233776224592	0.0737401659544607	0.886603810062612	159	0.0737401659544607
"GO:0000151"	0.0747009633199179	1.44799819167953	0.0747009633199179	0.886603810062612	99	0.0747009633199179
"GO:0035235"	0.0750279734715967	1.47924012842066	0.0750279734715967	0.886603810062612	20	0.0750279734715967
"GO:0032281"	0.0750279734715967	1.47924012842066	0.0750279734715967	0.886603810062612	20	0.0750279734715967
"GO:0031519"	0.0750279734715967	1.47924012842066	0.0750279734715967	0.886603810062612	20	0.0750279734715967
"GO:0034063"	0.0750279734715967	1.47924012842066	0.0750279734715967	0.886603810062612	20	0.0750279734715967
"GO:0030878"	0.0750279734715967	1.47924012842066	0.0750279734715967	0.886603810062612	20	0.0750279734715967
